Episode,Score,Move count,Highest tile,Final grid
36723,10420,613,1024,"[[   4    2  128   16]
 [1024   32   16    8]
 [   8   64    8    4]
 [   4   16    4    2]]"
33936,10416,613,1024,"[[   2 1024   32   16]
 [  16    2    8    2]
 [  64  128   16    4]
 [   2    4    8    2]]"
39658,10412,604,1024,"[[   2    4   32    4]
 [1024    8   64    2]
 [  16  128    8    4]
 [   8   32    4    2]]"
34120,10412,610,1024,"[[1024  128   32   16]
 [   8   64   16    8]
 [   4   16    8    2]
 [   2    4    2    8]]"
20462,10412,617,1024,"[[  16    2    8   16]
 [  32 1024   16   32]
 [   4    8  128   16]
 [   2   16   32    2]]"
23289,10412,667,512,"[[512  32   2   4]
 [  8  16   8 256]
 [  2  32 512   4]
 [  8   4  64   2]]"
19400,10412,611,1024,"[[1024  128   32   16]
 [   8   64   16    8]
 [   4   16    4    2]
 [   2    4    2    8]]"
29922,10412,601,1024,"[[1024    2  128   32]
 [  64   32   16    4]
 [   4   16    8    2]
 [   2    4    2    4]]"
29743,10408,610,1024,"[[   2 1024   64   16]
 [ 128   32   16    8]
 [   4   16    8    4]
 [   2    8    4    2]]"
41086,10408,598,1024,"[[   8   32    2    8]
 [1024   64   16    2]
 [   4   16    8  128]
 [   2    4   32    2]]"
16623,10408,674,512,"[[  4 256 512  16]
 [512  64  16   8]
 [ 16  32   8   4]
 [  4   2   4   2]]"
18401,10408,615,1024,"[[   8 1024    8    2]
 [   4   32  128   16]
 [  64   16    2    4]
 [   2    8    4    2]]"
21792,10404,614,1024,"[[   2    4   64   16]
 [1024  128    2    8]
 [  16    8   32    4]
 [   4    2    8    2]]"
22463,10404,599,1024,"[[1024  128   32   16]
 [  64   32    8    4]
 [   4    2    4    2]
 [   2   16    2    4]]"
19555,10404,604,1024,"[[  32    4   32    2]
 [   8 1024  128    4]
 [   4   16   64    2]
 [   2    4    2    4]]"
28403,10404,610,1024,"[[   2   64   16    2]
 [1024   32    8    4]
 [  16    2    4   16]
 [   2  128    2    8]]"
35099,10400,603,1024,"[[1024  128    2    4]
 [  64   32    4    2]
 [   8    4    2   16]
 [   4    2   32    2]]"
38253,10400,608,1024,"[[1024  128    2   16]
 [  16   64   32    8]
 [   4    8   16    4]
 [   2    4    8    2]]"
24631,10400,608,1024,"[[   4 1024   32   16]
 [ 128   64   16    8]
 [   8   16    4    2]
 [   2    4    8    4]]"
41842,10400,606,1024,"[[   2 1024  128    4]
 [  64    8    4    2]
 [   8    4    2   32]
 [   4    2   32    8]]"
17552,10400,603,1024,"[[1024  128   32    2]
 [   8   64   16    8]
 [   2   16    8   16]
 [  16    2    4    2]]"
21388,10392,607,1024,"[[1024  128   64    2]
 [  16    2    8   16]
 [   2   16   32    8]
 [   4    2    4    2]]"
21266,10392,605,1024,"[[   2    8 1024    4]
 [   4   32   64   16]
 [  16    8  128    8]
 [   2   16    8    2]]"
25412,10392,668,512,"[[  2 512   8  16]
 [  8 256  64   2]
 [512  32   8  16]
 [  4   8  16   4]]"
12799,10388,614,1024,"[[1024    2    8    4]
 [   8  128   64    8]
 [   4   32   16    4]
 [   2    8    4    2]]"
15462,10388,605,1024,"[[  16 1024   64    2]
 [   4  128    8    4]
 [  32   16    4    2]
 [  16    8    2    8]]"
21685,10388,607,1024,"[[   4 1024    2   16]
 [   2   64    4    8]
 [  16  128   32    4]
 [   2    4   16    2]]"
41322,10388,606,1024,"[[   4    2    4   16]
 [  32   64 1024    8]
 [   8   16  128    4]
 [   2    4   16    2]]"
24318,10388,599,1024,"[[   2  128    2    8]
 [1024   32   16    2]
 [  32   64    2    4]
 [   2    8    4    2]]"
41700,10388,669,512,"[[  2 512  32  16]
 [512  64  16   8]
 [256  16   8   4]
 [  4   2   4   2]]"
26554,10388,599,1024,"[[   4 1024    8    4]
 [  64  128    4    2]
 [   4   16   32    4]
 [   2   32    8    2]]"
27979,10384,603,1024,"[[   8   64   16    2]
 [   2  128   32    8]
 [1024    4    8   16]
 [  16    8    4    2]]"
15847,10384,667,512,"[[  2 512  32  16]
 [512  64  16   8]
 [256   2   8   4]
 [  2   8  16   2]]"
37157,10384,594,1024,"[[  16    4    2    4]
 [ 128    2    4   32]
 [   8 1024   64    2]
 [   2   32   16    4]]"
20599,10384,610,1024,"[[  32    2 1024   16]
 [   2  128   64    8]
 [   8    4   16    4]
 [   4    2    4    2]]"
34958,10384,620,1024,"[[1024    2   64   16]
 [  64   32   16    4]
 [   2   16   64   32]
 [   4    8    4    2]]"
18336,10384,608,1024,"[[   2    8    4   16]
 [1024  128   64    8]
 [   8   16   32    4]
 [   2    4    8    2]]"
34897,10384,605,1024,"[[   2 1024   64   16]
 [   8  128   16    4]
 [  32   16    4    2]
 [   2    8    2    4]]"
36186,10384,608,1024,"[[   2 1024   64   16]
 [ 128   32   16    8]
 [   8    4    8    4]
 [   2    8    4    2]]"
36438,10384,605,1024,"[[1024   64   32   16]
 [   4  128   16    8]
 [   2   16    8    4]
 [   4    2    4    2]]"
14404,10380,604,1024,"[[   2    4    2    8]
 [   4    8 1024    4]
 [  16  128   32   16]
 [   2   64   16    4]]"
25030,10380,604,1024,"[[1024  128   64   16]
 [   8   32   16    4]
 [   4   16    8    2]
 [   2    4    2    4]]"
23002,10380,605,1024,"[[1024    2   64   16]
 [   2   16  128    2]
 [  32    4   16    4]
 [   4    2    8    2]]"
30214,10380,604,1024,"[[   2 1024   32    2]
 [  16   64   16  128]
 [   4   16    8    4]
 [   2    8    4    2]]"
21427,10376,596,1024,"[[1024   64    2   32]
 [  16   32    4    8]
 [   2    8    2    4]
 [   4    2  128    2]]"
19350,10376,659,512,"[[  2   4 512   2]
 [512 256  64  32]
 [  2   8  32  16]
 [  4   2   8   2]]"
37556,10376,603,1024,"[[1024   64   32   16]
 [   2  128   16    8]
 [   8   16    4    2]
 [   2    4    2    4]]"
41369,10376,597,1024,"[[   4    2   32    4]
 [1024  128   64   32]
 [   2    8   16    4]
 [   4    2    4    2]]"
37405,10372,601,1024,"[[  16 1024    2    8]
 [   8  128   64    4]
 [   4   16   32   16]
 [   2    4    8    4]]"
38487,10372,603,1024,"[[1024   64   32   16]
 [   8  128   16    4]
 [   4   16    4    2]
 [   2    4    2    4]]"
27524,10372,606,1024,"[[1024  128   16    8]
 [  64   32    8    4]
 [   4    8    4    2]
 [  16    4    2    4]]"
12930,10372,602,1024,"[[1024  128   16   64]
 [   2   16    4   16]
 [   4   32    8    4]
 [   2    8    4    2]]"
32891,10372,594,1024,"[[   2    8   32    2]
 [   4 1024    4    8]
 [   8  128   64    4]
 [   4   16   32    2]]"
36211,10368,601,1024,"[[1024  128    2   16]
 [   8   64   32    4]
 [   4   16    2    8]
 [   2    4   16    2]]"
37748,10368,602,1024,"[[1024  128    2   16]
 [  64   32   16    4]
 [   8   16    4    2]
 [   2    4    2    4]]"
41178,10368,597,1024,"[[1024   64   16    4]
 [   4   16  128   16]
 [  16    4   32    4]
 [   2    8    4    2]]"
38480,10364,599,1024,"[[   4  128   64   16]
 [1024   32   16    8]
 [   4   16    8    4]
 [   2    8    4    2]]"
39256,10360,603,1024,"[[1024  128    2   16]
 [  16   64   32    8]
 [   4    8    4    2]
 [   2    4    8    4]]"
40292,10356,616,1024,"[[   8   64   32   16]
 [   4 1024   64    8]
 [  64   32   16    4]
 [   4    8    4    2]]"
17261,10352,612,1024,"[[1024  128   32   16]
 [  16   32   16    8]
 [  32    4    2    4]
 [   4    8    4    2]]"
19899,10352,665,512,"[[  2 256   4  16]
 [  4  32 512   8]
 [512   4  64   4]
 [  8   2  16   2]]"
22243,10352,598,1024,"[[   2  128   32   16]
 [1024   64   16    4]
 [   4   16    8    2]
 [   2    4    2    4]]"
36683,10352,660,512,"[[  2 512  64   2]
 [ 16 256  32  16]
 [  8  16 512   4]
 [  2   8   4   2]]"
34369,10352,590,1024,"[[1024  128   32    8]
 [  64   32   16    4]
 [   8    2    4    2]
 [   2    4    2    4]]"
38751,10352,595,1024,"[[1024    4    2   64]
 [   4   32  128    8]
 [  32    4    2    4]
 [   2    8    4    2]]"
32232,10348,653,512,"[[  4 512   2  32]
 [  2 256  64   2]
 [512  32  16   4]
 [  2   4   8   2]]"
27122,10348,601,1024,"[[1024    4    2    8]
 [  64  128   16    4]
 [  32    8    4    2]
 [   2   16    2    4]]"
41266,10348,594,1024,"[[   4    2   32    2]
 [1024    4    8    4]
 [   8   64    4    2]
 [   2  128    2   32]]"
25031,10348,601,1024,"[[   4   16    2    4]
 [   8 1024    8   64]
 [   4   32  128    4]
 [   2    4   16    2]]"
26103,10348,600,1024,"[[1024    4    2   16]
 [  64    8  128    8]
 [   4   32   16    4]
 [   2    8    4    2]]"
24035,10344,599,1024,"[[1024    2    4   16]
 [ 128   32   64    8]
 [   2   16    8    2]
 [   8    4    2    4]]"
15302,10340,606,1024,"[[1024    2  128   16]
 [   8   64   16    4]
 [  16    2    8    2]
 [   2    4   16    4]]"
14563,10340,599,1024,"[[   4    2   64   32]
 [   2 1024   16    8]
 [   4  128    8    4]
 [   2   16    4    2]]"
29903,10336,597,1024,"[[1024  128   32    4]
 [   8   64   16    2]
 [   4   16    4    8]
 [   2    8    2    4]]"
40324,10336,598,1024,"[[   8 1024  128    2]
 [   4   64   16    4]
 [   2   16    4    2]
 [   8    4    2   32]]"
34902,10336,598,1024,"[[1024  128   16    4]
 [  64   32    4    2]
 [   4   16    8    4]
 [   2    8    4    2]]"
14379,10332,600,1024,"[[1024    8    4    8]
 [   8  128   32    4]
 [  64   16    4    2]
 [   2    8    2    4]]"
36706,10328,595,1024,"[[1024  128   32    2]
 [   8   64   16    8]
 [   4   16    4    2]
 [   2    8    2    4]]"
18027,10328,599,1024,"[[   2 1024    4   32]
 [   4    8  128    8]
 [   8    4   64    4]
 [   2    8   16    2]]"
41478,10316,597,1024,"[[  16 1024    8    4]
 [   2  128   64    8]
 [  32    4    2    4]
 [   2    8    4    2]]"
30784,10316,619,1024,"[[  64 1024   64   16]
 [  32   64   16    8]
 [   4   16    4    2]
 [   2    4    2    8]]"
25401,10316,597,1024,"[[1024    2   32    8]
 [  64  128    8    4]
 [   4   16    4    2]
 [   2    8    2    4]]"
28523,10304,611,1024,"[[   2 1024   32   16]
 [  16   32   16    8]
 [ 128   16    8    2]
 [   2    8    2    4]]"
18131,10304,652,512,"[[512   2 512  16]
 [256  64  32   8]
 [  2  16   8   4]
 [  8   2   4   2]]"
24601,10300,589,1024,"[[   2 1024    4   16]
 [  32  128   64    2]
 [   8    2   16    4]
 [   2    8    4    2]]"
27232,10300,604,1024,"[[   2   32 1024   16]
 [   4  128   32    8]
 [  32    4   16    4]
 [   2    8    4    2]]"
36712,10300,652,512,"[[ 16 256 512  64]
 [  2 512  32   8]
 [ 16   8   4   2]
 [  2   4   2   4]]"
23224,10300,593,1024,"[[1024  128    4    8]
 [  64   16    8    4]
 [  32    8    4    2]
 [   2    4    2    4]]"
35736,10300,590,1024,"[[1024    2   64    2]
 [   8    4  128   16]
 [   4    2   32    4]
 [   2    4   16    2]]"
40850,10300,598,1024,"[[   4  128   32   16]
 [1024   32   16    8]
 [   8   16    8    4]
 [   2   32    4    2]]"
28663,10300,603,1024,"[[1024   32    2   32]
 [   8  128   16    8]
 [   2    4   32   16]
 [   4    8    4    2]]"
18251,10300,593,1024,"[[   2    4 1024    2]
 [ 128   16   32    8]
 [   8   64    2    4]
 [   2    4    8    2]]"
24268,10296,608,1024,"[[1024    2   64    4]
 [  32   64    4    2]
 [   4   16   32   64]
 [   2    8    2    4]]"
41569,10296,592,1024,"[[   2  128   32    8]
 [1024   64    4    2]
 [  16    4    8    4]
 [   2    8    4    2]]"
36232,10296,594,1024,"[[  16 1024   64   16]
 [   8  128   16    2]
 [   4   16    8    4]
 [   2    8    4    2]]"
26127,10296,594,1024,"[[  64    8    2   16]
 [   2 1024   16    8]
 [  16  128    8    4]
 [   4    2   16    2]]"
15257,10296,592,1024,"[[   2    8 1024   32]
 [   8   64  128    8]
 [   2    4   16    4]
 [   4    2    4    2]]"
30183,10296,598,1024,"[[  32    2 1024   16]
 [  16   32  128   32]
 [   4   16    8    4]
 [   2    8    4    2]]"
15278,10292,591,1024,"[[1024  128    2    8]
 [   8   64   32    4]
 [   4   16    4    2]
 [   2    8    2    4]]"
18094,10292,598,1024,"[[1024    4   64   16]
 [   8  128   16    8]
 [   2   16    8    4]
 [   4    2    4    2]]"
39162,10292,589,1024,"[[1024    8    2   64]
 [   8   32  128    8]
 [   4   16    8    4]
 [   2    8    4    2]]"
20062,10288,586,1024,"[[1024  128   32    4]
 [  16   64    4    2]
 [   4   16    8    4]
 [   2    8    4    2]]"
30778,10284,599,1024,"[[  16    4    2    8]
 [   8    2 1024   32]
 [   4  128   32    8]
 [   2   32   16    2]]"
34841,10280,599,1024,"[[   4    8   16    8]
 [   2   64    8    2]
 [ 128 1024    4   16]
 [   2    8    2    4]]"
34143,10280,606,1024,"[[   4   64    2    8]
 [   8   32 1024   64]
 [   4    8   64    8]
 [   2    4   32    4]]"
24928,10280,587,1024,"[[   2    4   64   16]
 [1024  128    8    4]
 [   8   32    2    8]
 [   4    8    4    2]]"
37588,10276,597,1024,"[[   4    8  128    8]
 [1024   64   16    2]
 [   8   16    8    4]
 [   2    8    4    2]]"
35531,10276,604,1024,"[[1024  128   32   16]
 [  16   32   16    8]
 [   4   16    8    4]
 [   2    8    4    2]]"
23758,10276,605,1024,"[[1024  128   32   16]
 [  16   32   16    8]
 [   8   16    4    2]
 [   2    4    2    4]]"
35195,10272,587,1024,"[[1024  128   64    8]
 [   2   32    8    4]
 [  16    2    4    2]
 [   2    4    2    4]]"
28540,10272,593,1024,"[[1024  128   32   16]
 [   2   32   16    2]
 [  32   16    4    8]
 [   2    4    2    4]]"
31146,10268,597,1024,"[[1024    2   16    8]
 [  64  128    8    4]
 [   4   16    4    2]
 [   2    8    2    4]]"
32229,10264,592,1024,"[[   4    2   64   16]
 [1024  128    8    2]
 [  16    4   16    4]
 [   4    8    4    2]]"
27171,10264,595,1024,"[[1024  128    8    2]
 [   2   16   64    4]
 [   8    4   16    8]
 [   2    8    4    2]]"
37103,10264,585,1024,"[[  64   32    8    2]
 [   4    8 1024    4]
 [   2    4  128   16]
 [   4    2    4    2]]"
39969,10264,610,1024,"[[1024   64    4   16]
 [  64   32   64    8]
 [  16    8    4    2]
 [   8    4    2    4]]"
30185,10260,609,1024,"[[   8    4   64   16]
 [  64 1024   32    8]
 [   8   64   16    4]
 [   4    2    4    2]]"
40331,10256,599,1024,"[[1024  128   32   16]
 [  16   32   16    8]
 [   8   16    8    4]
 [   4    2    4    2]]"
39469,10256,704,512,"[[512 256 128   4]
 [256 128  64 128]
 [  4   2  16  32]
 [  2  16   4   2]]"
23310,10252,593,1024,"[[1024    2   16    8]
 [   4   64    8    4]
 [   8  128    4    2]
 [   2   16    2    4]]"
38180,10252,602,1024,"[[1024  128   32   16]
 [   8   32   16    8]
 [   4   16    8    2]
 [   2    8    2    4]]"
40537,10252,645,512,"[[  4   2  16   2]
 [  2 256   8  64]
 [512   2   4  32]
 [  4 512   8   2]]"
13333,10248,606,1024,"[[   8   64    4   16]
 [  64 1024   64    8]
 [   4   16   32    4]
 [   2    4    8    2]]"
38711,10248,597,1024,"[[1024  128   32   16]
 [  16   32   16    8]
 [   8   16    8    2]
 [   2    4    2    4]]"
40280,10244,598,1024,"[[1024  128   32   16]
 [  16   32   16    4]
 [   4   16    4    2]
 [   2    8    2    4]]"
17766,10244,591,1024,"[[   8 1024   32   16]
 [  32  128   16    4]
 [   4   32    4    2]
 [   2    4    2    4]]"
38377,10240,593,1024,"[[   8    2   32    8]
 [  32   16    8    4]
 [   4 1024    4    2]
 [   2  128    2   32]]"
16475,10232,603,1024,"[[   2    4   64   16]
 [1024   64    2    8]
 [   4   16   32   64]
 [   2    4    8    2]]"
19754,10232,588,1024,"[[1024    4  128   16]
 [   8   64   16    4]
 [   2    8    4    2]
 [   8    4    2    4]]"
35111,10232,599,1024,"[[  16 1024   32   16]
 [ 128   32    8    4]
 [   8   16    4    2]
 [   2    4    2    4]]"
29221,10232,597,1024,"[[1024  128   32   16]
 [   8   32   16    8]
 [   4   16    8    2]
 [   2    8    2    4]]"
19668,10228,597,1024,"[[1024    2   32   16]
 [  16    4   16    8]
 [   8  128    4    2]
 [   2    4    8   32]]"
23927,10224,595,1024,"[[   8    2   32   16]
 [  16 1024   16    8]
 [   8  128    8    4]
 [   4   32    4    2]]"
31612,10216,594,1024,"[[1024  128   32    2]
 [   8   32   16    8]
 [   4   16    4    2]
 [   2    8    2   16]]"
17531,10216,588,1024,"[[   4  128    2   32]
 [1024    2   32    2]
 [  32   16    4    8]
 [   2    4    8    2]]"
34675,10216,593,1024,"[[  64 1024   64   16]
 [  32   64   16    8]
 [   4   16    8    2]
 [   2    8    2    4]]"
21274,10208,645,512,"[[  4   8   2  16]
 [ 16 256 512   8]
 [  4 512  64   4]
 [  2   4   8   2]]"
20340,10204,595,1024,"[[   2    8   32   16]
 [1024  128   16    8]
 [   4    8   32    4]
 [   2    4    8    2]]"
31281,10200,649,512,"[[  2 512  64   4]
 [512   2   8   2]
 [  4  16 256   4]
 [  2   8   4   2]]"
41126,10196,590,1024,"[[   2   32    2   16]
 [   4  128   16    8]
 [1024   32    8    4]
 [   2    4   16    2]]"
38413,10196,594,1024,"[[1024  128   32    8]
 [   8   32   16    4]
 [   4   16    4    2]
 [   2    8    2    4]]"
24977,10196,600,1024,"[[  64 1024   64   16]
 [   8   64   16    8]
 [  16    8    4    2]
 [   4   16    2    4]]"
32606,10192,587,1024,"[[1024  128   32   16]
 [   8   32   16    8]
 [   4   16    8    4]
 [   2    8    4    2]]"
17028,10192,587,1024,"[[1024    8   32   16]
 [  32  128   16    8]
 [   8   16    8    4]
 [   4    2    4    2]]"
17894,10188,588,1024,"[[   2 1024   32   16]
 [ 128   32   16    8]
 [   4   16    4    2]
 [   2    8    2    4]]"
31927,10180,585,1024,"[[1024  128   32   16]
 [  16   32    8    4]
 [   8   16    4    2]
 [   2    8    2    4]]"
35726,10176,586,1024,"[[1024  128   32   16]
 [  16   32    8    4]
 [   4   16    4    2]
 [   2    4    2    4]]"
35019,10172,588,1024,"[[   4    2    8   16]
 [1024   32   16    4]
 [   8  128    8    2]
 [   2    4   32    4]]"
13875,10168,580,1024,"[[   2  128   32    8]
 [1024   32    4    2]
 [  32    8    2    4]
 [   8    2    4    2]]"
16568,10164,586,1024,"[[1024    2  128   32]
 [   4   32   16    8]
 [   2   16    8    4]
 [   4    8    4    2]]"
41215,10164,586,1024,"[[1024  128   32    8]
 [  16    2   16    4]
 [   8   32    4    2]
 [   2    8    2    4]]"
19561,10164,596,1024,"[[1024   64   32   16]
 [  64   32    8    4]
 [   4   16   32    2]
 [   2    8   16    4]]"
25876,10164,591,1024,"[[  32 1024   32    8]
 [ 128    8    4    2]
 [  16    4    2    4]
 [   4    8    4    2]]"
40988,10164,586,1024,"[[   4    2    8   16]
 [1024    8  128   32]
 [   2   32    4    2]
 [  16    2    8    4]]"
23152,10160,590,1024,"[[   2 1024    2   64]
 [  64    8   16    2]
 [   2    4   64    8]
 [   4    2   32    4]]"
22384,10156,585,1024,"[[1024  128   32    2]
 [   8   32    8   16]
 [   4   16    4    2]
 [   2    4    2    4]]"
34639,10152,589,1024,"[[1024  128    8    4]
 [   4   16   32    2]
 [  32    4    2    4]
 [   2    8    4    2]]"
14935,10148,587,1024,"[[   2 1024    2    8]
 [  32  128    8    4]
 [  16   32    4    2]
 [   2    8    2    4]]"
32184,10144,593,1024,"[[1024  128   16    2]
 [   2    8   32    8]
 [  16    4   16    4]
 [   2    8    4    2]]"
24077,10144,592,1024,"[[1024  128   16    8]
 [  32   16    8    4]
 [  16    8    4    2]
 [   2    4    2    8]]"
26497,10140,585,1024,"[[1024  128   32    8]
 [   8   32    8    4]
 [   4   16    4    2]
 [   2    4    2    4]]"
15652,10140,580,1024,"[[   4    2   32   16]
 [1024   32   16    8]
 [   8  128    8    4]
 [   4    2    4    2]]"
28869,10136,584,1024,"[[   2  128   16    8]
 [1024   32    8    4]
 [   2    8    4    2]
 [  32    4    2    4]]"
30467,10136,598,1024,"[[   2   64   32    2]
 [  32    2   16    8]
 [   8 1024    8    4]
 [   4   64   32    2]]"
34465,10136,584,1024,"[[   8    4   32    2]
 [  16 1024    8    4]
 [   4  128    4    2]
 [   2   32    2    8]]"
13167,10132,590,1024,"[[   4 1024   64   16]
 [   2   64   16    8]
 [  64    2    8    4]
 [   2    4   16    2]]"
37485,10132,578,1024,"[[1024  128   32   16]
 [   8   32    8    4]
 [   4   16    4    2]
 [   2    8    2    4]]"
39197,10132,582,1024,"[[   4    8    4    8]
 [ 128   32 1024   32]
 [   4   16    8    4]
 [   2    8    4    2]]"
33199,10120,582,1024,"[[   8 1024  128   16]
 [  16   32   16    4]
 [   4   16    8    2]
 [   2    8    2    4]]"
32581,10120,589,1024,"[[1024   64   32    8]
 [  64   32    8    2]
 [   4   16   32   16]
 [   2    4    8    2]]"
23171,10116,600,1024,"[[1024   64   32   16]
 [  64   32   16    8]
 [   4   16    8    4]
 [   2    8    4    2]]"
21865,10112,600,1024,"[[1024    4   16    8]
 [  64   16   32    4]
 [  32    8   64    2]
 [   4    2   16    4]]"
13609,10108,637,512,"[[ 32   2  16   2]
 [256  32   8 512]
 [  2 512   4   2]
 [ 16   4   2   4]]"
15784,10104,575,1024,"[[  32    8 1024    8]
 [   8   32  128    4]
 [  16    8    4    2]
 [   2    4    2    4]]"
34784,10100,575,1024,"[[1024  128   32    2]
 [   8   32    8    4]
 [   2   16    4    2]
 [   8    4    2    4]]"
23499,10100,577,1024,"[[   2   16    4   16]
 [   8  128    2    8]
 [  16   32 1024    4]
 [   8    2   16    2]]"
37553,10096,699,512,"[[512 256 128  64]
 [256 128  64   4]
 [  4  16  32  64]
 [  2   4   8   2]]"
25196,10092,599,1024,"[[   2   16 1024    4]
 [  64    8   32   16]
 [   8    4   64    8]
 [   4    2   32    2]]"
24726,10084,592,1024,"[[1024    8   64   32]
 [  16   64   16    8]
 [   4   16   32    4]
 [   2    4    8    2]]"
21987,10080,593,1024,"[[1024   64   32   16]
 [  64   32   16    4]
 [   4   16    4    2]
 [   2    8    2    4]]"
15626,10080,583,1024,"[[   2 1024    4    2]
 [   4  128   32   16]
 [  16    4    8    4]
 [   2    8    4    2]]"
41267,10080,590,1024,"[[   4    2    4    2]
 [  64   32 1024    8]
 [   4    8   64   32]
 [   2    4   32    4]]"
29378,10080,585,1024,"[[1024   64   32    8]
 [  64   32    8    4]
 [  32   16    4    2]
 [   2    4    2    4]]"
30378,10080,585,1024,"[[1024   64   32    2]
 [   2   32   64    8]
 [  32    4   16    4]
 [   2    8    4    2]]"
19733,10076,581,1024,"[[1024  128   32   16]
 [   8   16    8    4]
 [   4    8    4    2]
 [   2    4    2    4]]"
19674,10068,661,512,"[[  2   4 512  16]
 [128 512 128   8]
 [  8  64  32   4]
 [  4   2   8   2]]"
33571,10068,583,1024,"[[1024    4   64    2]
 [   8   64    8   64]
 [   4   16    2    4]
 [   2    8    4    2]]"
28118,10068,580,1024,"[[   4   64    2    4]
 [  16 1024    4    2]
 [   4   64    2    4]
 [  16    8   64    2]]"
25616,10064,588,1024,"[[1024   64   32   16]
 [  64    4   16    8]
 [  32   16    8    4]
 [   4    2    4    2]]"
38192,10064,573,1024,"[[   2 1024   16    8]
 [   4  128    8    2]
 [  16   32   16    4]
 [   2    8    4    2]]"
17924,10064,588,1024,"[[  32    2   64   16]
 [   4 1024   32    8]
 [  16   64   16    4]
 [   2    4    8    2]]"
35275,10052,590,1024,"[[1024   64   32    8]
 [  64   32   16    4]
 [  16    8    4    2]
 [   2    4    2    4]]"
39633,10052,585,1024,"[[  64    4 1024    4]
 [   4    2   32    2]
 [  32   64    2    4]
 [   4   32    4    2]]"
21730,10048,588,1024,"[[   2 1024   32   16]
 [  64   32    8    2]
 [   4   16   64    8]
 [   2    4    8    2]]"
27832,10048,569,1024,"[[  16    2 1024   16]
 [   8  128   32    8]
 [   4   16    4    2]
 [   2    8    2    4]]"
22229,10044,588,1024,"[[   2 1024   64   16]
 [   4   32   16    8]
 [  32   64    8    4]
 [   4    2    4    2]]"
38586,10044,583,1024,"[[1024   64   32   16]
 [  64   32   16    4]
 [   2   16    8    2]
 [   4    8    2    4]]"
33150,10036,571,1024,"[[1024  128    4   16]
 [   8    4   32    8]
 [   4    2   16    4]
 [   2    8    4    2]]"
25099,10036,591,1024,"[[   4    8    4 1024]
 [  64   32    2    4]
 [   4   16   64   32]
 [   2    8    4    2]]"
33486,10032,654,512,"[[512 128   4   2]
 [  4   2 128  64]
 [512   4  16  32]
 [  4   8   4   2]]"
23572,10032,579,1024,"[[1024   64   32   16]
 [  64   32   16    8]
 [   4   16    8    4]
 [   2    8    4    2]]"
27267,10032,585,1024,"[[1024   64   32   16]
 [  64   32    8    4]
 [   4   16    4    2]
 [   2    8    2    4]]"
36847,10028,579,1024,"[[1024    2   32   16]
 [   2   64   16    8]
 [  64   32    8    4]
 [   2   16    4    2]]"
14089,10028,580,1024,"[[  64   32    4    2]
 [   2   16    8    4]
 [1024   64   16    2]
 [   4   16    2   32]]"
12934,10028,576,1024,"[[   4 1024    2   16]
 [  16  128   16    8]
 [   4   16    8    4]
 [   2    8    4    2]]"
23988,10024,621,512,"[[512  32  16   4]
 [  2 256   4   2]
 [  4 512   8   4]
 [  2  32   4   2]]"
37252,10024,569,1024,"[[1024  128   16    4]
 [   2   16   32    2]
 [   8    4    8    4]
 [   4    2    4    2]]"
17244,10024,568,1024,"[[1024  128   16    8]
 [   2   32    8    4]
 [  16    8    4    2]
 [   2    4    2    4]]"
29012,10020,581,1024,"[[1024    2   64   16]
 [  32   64   32    8]
 [   4   16    8    2]
 [   2    8    2    4]]"
39868,10020,585,1024,"[[  32    8    4    2]
 [  16 1024   32   64]
 [   8   64    8    4]
 [   4    8    4    2]]"
16087,10016,581,1024,"[[1024   64   32   16]
 [  64   32    8    4]
 [   4   16    4    2]
 [   2    8    2    4]]"
36584,10008,578,1024,"[[   2 1024    8    2]
 [  64   32   16    8]
 [  32   64    8    4]
 [   2    4   16    2]]"
29947,10004,708,512,"[[512 256 128   2]
 [256 128  64  32]
 [  4  16  32  64]
 [  2   4   8   4]]"
23206,10004,584,1024,"[[1024   16   64   16]
 [  16   64   32    8]
 [   4   16    8    4]
 [   2    8    4    2]]"
27483,10004,578,1024,"[[1024   64   32   16]
 [  64   32    8    4]
 [   8   16    4    2]
 [   2    4    2    4]]"
34490,10004,582,1024,"[[1024    2   64   32]
 [   4   16   32    8]
 [  64    8    4    2]
 [   8    4    2    4]]"
40843,10004,703,512,"[[512 256 128  32]
 [256 128  64  16]
 [  4  16  32  64]
 [  2   8   4   2]]"
23853,10000,585,1024,"[[1024    2   64   16]
 [  16   32   16    8]
 [  64   16    4    2]
 [   2    4    2    4]]"
25187,9996,586,1024,"[[  32 1024   64   16]
 [   8   64   16    8]
 [   4   16    8    4]
 [   2    8    4    2]]"
40201,9984,641,512,"[[128   2  64   2]
 [  4 512  16   8]
 [512 128   8   4]
 [  4  32   4   2]]"
25685,9980,697,512,"[[512 256 128  32]
 [256 128  64  16]
 [ 64  32  16   4]
 [  2   4   8   2]]"
27691,9980,595,1024,"[[   2    4 1024    2]
 [  32   16    8    4]
 [  16   64   32   16]
 [   4   32   16    4]]"
20630,9980,580,1024,"[[   4   64   16    8]
 [1024   16    4    2]
 [   2   64   32   16]
 [   4   16    4    2]]"
26866,9976,581,1024,"[[  16 1024   64   16]
 [   8   64   16    8]
 [   4   32    8    4]
 [   2    8    4    2]]"
