Episode,Score,Move count,Highest tile,Final grid
25454,4116,337,256,"[[ 64   2   4  16]
 [  8 256 128   8]
 [  4 128  64   4]
 [  2  32  16   2]]"
26030,4116,336,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
31883,4116,337,256,"[[256 128  64  32]
 [128  64  16   8]
 [  4  16   8   2]
 [  2   4   2   4]]"
34412,4116,306,256,"[[  2 256   2  32]
 [ 32  16 256   2]
 [  2   8  64   8]
 [  4  16   2   4]]"
31356,4116,321,256,"[[  2 256  64  16]
 [256  32  16   8]
 [  8   2   8   4]
 [  2   8   4   2]]"
13593,4116,337,256,"[[256 128  64  16]
 [128  64  16   4]
 [  8  32   4   2]
 [  2   8   2   4]]"
22537,4116,336,256,"[[256 128  64  16]
 [128  64   2   8]
 [ 32  16   8   4]
 [  2   8   4   2]]"
32051,4116,336,256,"[[256  64 128  16]
 [  8 128  64   8]
 [  4  16  32   4]
 [  2   4   8   2]]"
25561,4116,338,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   4   2]
 [  2   4   2   4]]"
35208,4116,336,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
25498,4116,336,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
24084,4116,339,256,"[[ 32 256 128  32]
 [128  64  32   8]
 [  8  32  16   4]
 [  2   8   4   2]]"
29523,4116,317,256,"[[256   4   2  16]
 [  8  16 256  64]
 [  4   8  32   4]
 [  2   4   8  16]]"
27231,4116,330,256,"[[ 64 256 128   4]
 [ 32 128  64   2]
 [  8  32   2   4]
 [  2   8   4   2]]"
29989,4116,336,256,"[[  2 256 128  16]
 [128  64  32   8]
 [ 64  16   8   4]
 [  2   8   4   2]]"
25819,4112,318,256,"[[256   2 256  64]
 [ 16  32  16   4]
 [  4  16   4   2]
 [  2   8   2   4]]"
15840,4112,336,256,"[[ 64   2 128  16]
 [ 16 256  64   8]
 [  4 128  32   4]
 [  2   8   4   2]]"
16321,4112,340,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   4]
 [  2   4   8   2]]"
28711,4112,336,256,"[[  2 256   8   2]
 [128  64   4  64]
 [ 16  32 128   8]
 [  4   2  16   2]]"
29738,4112,337,256,"[[ 64   4 128  16]
 [  2 256  64   8]
 [128  32  16   4]
 [  4   2   4   2]]"
23506,4112,334,256,"[[256 128  64  32]
 [  8  64 128   8]
 [  4  16   8   4]
 [  2   8  16   2]]"
18365,4112,317,256,"[[  2 256  32  16]
 [  8  64  16   4]
 [256  16   8   2]
 [  2   4   2   4]]"
40559,4112,336,256,"[[  2 256 128   2]
 [128  64  32  16]
 [  4  16  64   8]
 [  2   4   8   4]]"
32446,4112,316,256,"[[  2 256  32  16]
 [256  64  16   8]
 [  2  16   8   4]
 [  8   2   4   2]]"
21159,4112,314,256,"[[256   8 256   2]
 [  4  32  64  32]
 [  2   4   8   4]
 [  4   8   4   2]]"
13520,4112,334,256,"[[256 128  64  16]
 [128  64  16   8]
 [  8  32   8   4]
 [  2   8   4   2]]"
33138,4112,335,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   2]
 [  2   8   2   4]]"
22434,4112,330,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8  16   2]]"
21477,4112,335,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
15960,4112,337,256,"[[256 128  64  32]
 [ 16  64 128   8]
 [  4  16   4   2]
 [  2   4   2   4]]"
36311,4112,336,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   4   2]
 [  2   8   2   4]]"
24362,4112,336,256,"[[256 128  64  16]
 [128   2  32   8]
 [  4  64  16   4]
 [  2   4   8   2]]"
23062,4108,336,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   4   2]
 [  2   4   2   4]]"
34370,4108,336,256,"[[256 128  64  16]
 [128  64  16   4]
 [  2  32   4   2]
 [  4   8   2   4]]"
24355,4108,335,256,"[[256 128  64  32]
 [128  64  16   8]
 [  4  16   4   2]
 [  2   4   8   4]]"
25749,4108,335,256,"[[ 64 256 128  32]
 [128  64  16   8]
 [  2  16   8   4]
 [  4   2   4   2]]"
19707,4108,334,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
26959,4108,334,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
40298,4108,331,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4  16  32   4]
 [  2   4  16   2]]"
23680,4108,330,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   2]
 [  2   4  16   4]]"
30417,4108,335,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   4]
 [  2   4  16   2]]"
34244,4108,336,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   4   2]
 [  2   4   2   4]]"
22189,4108,330,256,"[[256 128  64  16]
 [128  64  16   8]
 [  4  32   8   4]
 [  2   4  16   2]]"
39863,4108,334,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
22805,4108,336,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   4   2]
 [  2   4   2   4]]"
29134,4108,316,256,"[[  2 256  64  16]
 [256  32  16   8]
 [  4  16   4   2]
 [  2   4   8   4]]"
26847,4108,317,256,"[[128 256 128  16]
 [ 16 128  16   8]
 [  2   4   2   4]
 [  4   2   4   2]]"
29081,4108,330,256,"[[256 128  64  16]
 [128  64  16   8]
 [ 32  16   4   2]
 [  2   4   8   4]]"
39911,4108,318,256,"[[128 256 128  16]
 [ 16 128  16   2]
 [  2   4   2   4]
 [  4   2   4   2]]"
28177,4108,338,256,"[[ 64 256 128  16]
 [  8 128  64   8]
 [  4   8  32   4]
 [  2   4   8   2]]"
26668,4108,329,256,"[[128 256 128   2]
 [ 32  64   2  64]
 [  2   4  32   4]
 [  4   2   8   2]]"
34803,4108,331,256,"[[  2 128  64   2]
 [  4  64  32  16]
 [256  16 128   8]
 [  4   2  16   4]]"
29997,4104,334,256,"[[128   4 128  16]
 [ 64 256  64   2]
 [  8  32  16   4]
 [  2   4   8   2]]"
20422,4104,333,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
20101,4104,333,256,"[[256 128  64  32]
 [128  64  16   8]
 [  8  16   4   2]
 [  2   8   2   4]]"
35549,4104,308,256,"[[  2 256  64  32]
 [256  32   8   4]
 [  4  16   4   2]
 [  2   8   2   4]]"
38575,4104,333,256,"[[256 128  64  16]
 [128  64   4   8]
 [  8  16  32   4]
 [  2   4   8   2]]"
16116,4104,333,256,"[[256 128  64  16]
 [128  64   2   8]
 [ 32  16   8   4]
 [  2   8   4   2]]"
20567,4104,327,256,"[[128   8 256   4]
 [ 64   2  64   2]
 [  4 128   8  32]
 [  2   4  32   4]]"
22673,4104,328,256,"[[256 128  64  32]
 [128  64   2   8]
 [  2   4  32   4]
 [  4   2   4   2]]"
14075,4104,334,256,"[[256 128  64  16]
 [128  64   4   8]
 [  4  32  16   4]
 [  2   8   4   2]]"
29335,4104,333,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
32860,4104,333,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
33364,4104,332,256,"[[256 128  64  32]
 [128  64  16   8]
 [  8  16   8   4]
 [  2   8   4   2]]"
31748,4104,333,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  8   2   4   2]]"
19081,4104,328,256,"[[256 128  64  16]
 [128  64  32   8]
 [  8  16   8   2]
 [  4   2  16   4]]"
39214,4104,339,256,"[[  2 128 256   2]
 [ 16  64 128   4]
 [  4   8  64  32]
 [  2   4   8   2]]"
25455,4104,334,256,"[[256 128  64  32]
 [  8  64 128   8]
 [  4  16   4   2]
 [  2   4  16   4]]"
39971,4104,329,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   4  16   2]]"
36564,4100,333,256,"[[128 256  64  16]
 [ 64 128  16   8]
 [ 32   8   4   2]
 [  2   4   2   4]]"
39466,4100,333,256,"[[256 128  64  32]
 [128  64  16   8]
 [  4  16   8   2]
 [  2   4   2   4]]"
34327,4100,332,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
40884,4100,333,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   2]
 [  2   4   2   4]]"
14847,4100,333,256,"[[256 128  64  16]
 [128  64  16   8]
 [  2  32   8   4]
 [  4   2   4   2]]"
36571,4100,333,256,"[[256 128   2   4]
 [  2  64   8  64]
 [  4 128   4  32]
 [  8  16   2  16]]"
34061,4100,312,256,"[[  2   4   2  32]
 [256  64 256   8]
 [  2  32   8   4]
 [  4   2   4   2]]"
37022,4100,314,256,"[[  2 256  64  16]
 [256  32  16   8]
 [  4  16   8   2]
 [  2   4   2   4]]"
38166,4100,333,256,"[[256 128  64  16]
 [128  64  16   4]
 [  2   8  32   8]
 [  4   2   4   2]]"
27036,4100,307,256,"[[  2 256  64  32]
 [  4  16   8   4]
 [256  32   4   2]
 [  4   8   2   4]]"
13337,4100,334,256,"[[256  64 128   2]
 [  8 128  64  32]
 [  2  16   2  16]
 [  4   2   4   2]]"
22766,4100,331,256,"[[256 128  64  16]
 [128  64  16   8]
 [  8  32   8   4]
 [  2   8   4   2]]"
23029,4100,314,256,"[[  2   4 256   2]
 [  4   8  64  16]
 [ 16 256  32   8]
 [  4  16   4   2]]"
40970,4100,318,256,"[[256   2 256  64]
 [  2  32  16   8]
 [  8  16   8   4]
 [  4   2   4   2]]"
37535,4100,334,256,"[[128 256   4  32]
 [ 64 128  64  16]
 [  2   8  16   4]
 [  4   2   4   2]]"
19999,4100,331,256,"[[128 256  64  16]
 [ 64 128  32   8]
 [  8  16   8   2]
 [  2   8   2   4]]"
40098,4100,332,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
21048,4096,332,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4  32  16   4]
 [  2   8   4   2]]"
12935,4096,332,256,"[[256 128  64  32]
 [128  64  16   8]
 [  4  16   4   2]
 [  2   4   8   4]]"
32114,4096,333,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   4   2]
 [  2   4   2   4]]"
14479,4096,332,256,"[[ 64   2 128  16]
 [ 16 256  64   8]
 [  4 128  32   4]
 [  2   8   4   2]]"
18075,4096,331,256,"[[128 256  64  32]
 [ 64 128  16   8]
 [ 16   4   8   4]
 [  2   8   4   2]]"
30796,4096,331,256,"[[256 128  64  32]
 [ 16  64 128   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
36050,4096,332,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   2]
 [  2   4   2   4]]"
33502,4096,331,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
31365,4096,332,256,"[[  2   4 256   4]
 [ 16  64 128   2]
 [  4   8  16  32]
 [  2 128  64   8]]"
27204,4096,332,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   2]
 [  2   4   2   4]]"
18492,4096,331,256,"[[ 16 128 256  32]
 [  8  64 128   2]
 [  4   8  16  64]
 [  2   4   8   2]]"
13263,4096,333,256,"[[256 128  64  16]
 [128  64  16   8]
 [  4  32   4   2]
 [  2   4   2   4]]"
22775,4096,331,256,"[[  2 256   4  32]
 [128  64 128  16]
 [  8  16  64   8]
 [  2   8   4   2]]"
14253,4096,332,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   4   2]
 [  2   8   2   4]]"
34510,4096,331,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
22748,4096,331,256,"[[256 128  64  16]
 [128  64   2   8]
 [  8  16  32   4]
 [  2   8   4   2]]"
17966,4096,332,256,"[[  2 256 128  32]
 [128  64  16   8]
 [ 64  16   4   2]
 [  2   4   8   4]]"
26224,4096,335,256,"[[256 128  64  16]
 [  8  64 128   8]
 [  4   8  32   4]
 [  2   4   8   2]]"
33568,4092,326,256,"[[  2 128  64  16]
 [256  64  32   8]
 [  2   4 128  16]
 [  4   8  16   2]]"
27815,4092,332,256,"[[128 256  64  16]
 [ 16 128  32   8]
 [  4  64   4   2]
 [  2   4   2   4]]"
20777,4092,332,256,"[[256 128  64  16]
 [128  64  32   4]
 [  4  16   8   2]
 [  2   4   2   4]]"
26288,4092,335,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   4]
 [  2   4   8   2]]"
37501,4092,325,256,"[[256 128  64  32]
 [128  64   2   8]
 [  2   4  32   4]
 [  4   2   4   2]]"
34398,4092,331,256,"[[128 256  64  16]
 [ 64 128  32   8]
 [  4  16   8   2]
 [  2   4   2   4]]"
32785,4092,332,256,"[[  4 128 256   2]
 [ 16  64 128   8]
 [  4  16  32  64]
 [  2   4   2   4]]"
31647,4092,331,256,"[[256 128  64  16]
 [128  64  16   8]
 [  2  32   8   4]
 [  4   2   4   2]]"
20465,4092,335,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   4]
 [  2   4   8   2]]"
29177,4092,334,256,"[[256   2   8 128]
 [  8  64 128  64]
 [  4  32  16   8]
 [  2   4   8   2]]"
25304,4092,331,256,"[[256 128  64  16]
 [128  64  16   8]
 [  4  32   4   2]
 [  2   8   2   4]]"
30909,4092,336,256,"[[256   2 128   2]
 [ 64 128  32  64]
 [  4  16   8   4]
 [  2   8   4   2]]"
21300,4092,330,256,"[[256 128  64  16]
 [128  64   2   8]
 [ 32  16   8   2]
 [  8   4   2   4]]"
14354,4092,331,256,"[[128 256  64   2]
 [  2  16 128  64]
 [  4  32  16   8]
 [  2   8   4   2]]"
35209,4092,331,256,"[[128   2 256  16]
 [ 64   4  64   8]
 [ 32 128  16   4]
 [  2   4   8   2]]"
16268,4092,316,256,"[[  2   4   8  16]
 [256  64 256   8]
 [  4  16  32   4]
 [  2   8   4   2]]"
18704,4088,331,256,"[[  2 128  64  16]
 [256  64  32   8]
 [128  16   4   2]
 [  2   4   2   4]]"
21316,4088,314,256,"[[  2 256  64   2]
 [256  16   8  32]
 [ 16   8   4   2]
 [  8   4   2   8]]"
30920,4088,312,256,"[[  2 256  32  16]
 [256  64  16   4]
 [ 16   8   4   2]
 [  2   4   2   4]]"
14510,4088,330,256,"[[256 128  64  16]
 [128  64  16   8]
 [  4  32   8   2]
 [  2   4   2   4]]"
41408,4088,332,256,"[[256 128   4   2]
 [ 64   4  64   4]
 [  4 128   4  32]
 [  2  16   2  16]]"
18507,4088,330,256,"[[256 128   4   2]
 [ 16  64 128  64]
 [  4  16  32   8]
 [  2   4   8   2]]"
22760,4088,335,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   2]
 [  2   4   2   4]]"
17180,4088,315,256,"[[256  64 256  32]
 [  8  16   4   2]
 [  4   8  16   4]
 [  2   4   8   2]]"
24350,4088,330,256,"[[256 128  64  16]
 [128  64  16   8]
 [  4  32   8   2]
 [  2   4   2   4]]"
23876,4084,332,256,"[[256   8 128  32]
 [ 64 128  64   8]
 [  2   4   8  16]
 [  4   8   2   4]]"
32648,4084,330,256,"[[256 128  64  16]
 [128  64  32   4]
 [  4   8   4  16]
 [  2   4   2   4]]"
34702,4084,330,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   4   2]
 [  2   4   2   4]]"
35057,4084,329,256,"[[  8 128  16   2]
 [256   2  64   4]
 [ 64 128  16  32]
 [  2   4   8   2]]"
21118,4084,328,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
18536,4084,329,256,"[[256 128  64  16]
 [128  64  32   4]
 [  8  16   4   2]
 [  2   8   2   4]]"
27667,4084,314,256,"[[  2 256   2  16]
 [  4  64  16   8]
 [256  32   8   4]
 [  8   2   4   2]]"
18143,4084,333,256,"[[128   4 128   2]
 [  8  64 256  64]
 [  4  16  32   8]
 [  2   8   4   2]]"
39133,4084,334,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   2]
 [  2   4   2   4]]"
35453,4084,340,256,"[[256 128  32  16]
 [ 16  32 128  32]
 [  4  64  16   4]
 [  2   4   8   2]]"
24363,4084,310,256,"[[  2 256   2  16]
 [ 16  64  16   8]
 [256  32   8   4]
 [  4   2   4   2]]"
34138,4084,315,256,"[[  4  32   2  16]
 [256   4 256   8]
 [  8   2  64   4]
 [  2   4  16   2]]"
38272,4084,333,256,"[[256 128  64  16]
 [128  64   4   8]
 [  4   8  32   4]
 [  2   4   8   2]]"
22990,4084,304,256,"[[  2   4 256   4]
 [256  64  32   2]
 [ 32  16   8   4]
 [  4   2   4   2]]"
35663,4084,330,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   4   2]
 [  2   4   2   4]]"
23581,4084,328,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   2]
 [  2   8   2   4]]"
25358,4080,312,256,"[[  4 256  64  16]
 [  2   8  16   8]
 [256  32   8   4]
 [  4   8   4   2]]"
20469,4080,328,256,"[[  2 128  64  16]
 [256  64  32   8]
 [  2   8 128   4]
 [ 16   2   4   2]]"
19418,4080,328,256,"[[256 128  64  16]
 [128   2  32   8]
 [  4  64  16   4]
 [  2   4   8   2]]"
12755,4080,327,256,"[[256   2 128  16]
 [128  64  32   8]
 [ 64  16   8   4]
 [  2   8   4   2]]"
36047,4080,332,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   4]
 [  2   4   8   2]]"
28580,4080,327,256,"[[256 128  64  16]
 [128  64  32   2]
 [  8  16   4   8]
 [  2   4   8   2]]"
39245,4080,330,256,"[[  2 256 128   2]
 [128  32  64  16]
 [  2   4   2  64]
 [  4   2   4  16]]"
26589,4080,342,256,"[[128 256   4   2]
 [ 32 128   8  32]
 [  8  32  64  16]
 [  2  16   8   2]]"
16925,4080,322,256,"[[128 256 128  64]
 [ 32  64   2  32]
 [  2   4   8   4]
 [  4   2   4   2]]"
41027,4076,331,256,"[[  8 256 128  64]
 [128  64  32   8]
 [  4  16   8   2]
 [  2   4   2   4]]"
15548,4076,332,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4   8   4   2]
 [  2   4   2   4]]"
30988,4076,331,256,"[[ 64 256 128   2]
 [  8 128   8   4]
 [  4  16  32  64]
 [  2   4   8   4]]"
14856,4076,332,256,"[[256 128  64  32]
 [128  64   8   4]
 [  2   8   4   2]
 [ 16   4   2   4]]"
20637,4076,311,256,"[[  8   4 256  16]
 [256  64  32   8]
 [  8  16   8   2]
 [  2   4   2   4]]"
21031,4076,331,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   4]
 [  2   4   8   2]]"
26086,4076,331,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   4]
 [  2   4   8   2]]"
38050,4076,308,256,"[[ 16 256  64  16]
 [256  32  16   8]
 [  2   4   8   4]
 [  4   2   4   2]]"
14515,4072,345,256,"[[  4 256  64   2]
 [128  64  32   8]
 [ 64  16   8  64]
 [  2  32   4   2]]"
26704,4072,341,256,"[[128 256  64  32]
 [ 16 128  32   8]
 [  4  32  16   4]
 [  2   8   4   2]]"
35064,4072,330,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4  32   8   4]
 [  2   8   4   2]]"
17435,4072,330,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   4]
 [  2   4   8   2]]"
20067,4072,326,256,"[[256 128  64  16]
 [128  64   4   8]
 [  4  16  32   4]
 [  2   8   4   2]]"
26303,4072,306,256,"[[  2 256  32  16]
 [256  64  16   8]
 [ 16   2   8   4]
 [  2   8   4   2]]"
19807,4072,331,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   2]
 [  2   4   2   4]]"
28103,4072,340,256,"[[128 256 128  32]
 [ 32  64  32  16]
 [  4  16   8   2]
 [  2   8   4   8]]"
20164,4072,325,256,"[[256 128  64  16]
 [128  64  32   8]
 [  2  16   8   2]
 [  8   4   2   4]]"
17896,4072,331,256,"[[256 128  64  32]
 [128  64   2   4]
 [  4  16   8   2]
 [  2   4   2   8]]"
15565,4072,334,256,"[[256 128  64  16]
 [128  64  16   4]
 [  2  16   4   2]
 [ 16   8   2   4]]"
29255,4072,307,256,"[[256   2  32  16]
 [  4 256  16   8]
 [ 64  16   8   4]
 [  4   2   4   2]]"
22864,4072,331,256,"[[256   4 128   8]
 [ 64 128  64   2]
 [  4  16  32   4]
 [  2   8   4   2]]"
35946,4072,344,256,"[[256 128  64  32]
 [  8  32 128   8]
 [  4   8  16  32]
 [  2   4   8   2]]"
39739,4072,305,256,"[[  8 256  32  16]
 [256  64  16   8]
 [  8  16   8   4]
 [  4   2   4   2]]"
27980,4072,341,256,"[[ 32 256 128  32]
 [ 16 128  32   8]
 [  4  64  16   4]
 [  2   4   8   2]]"
15627,4072,325,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
37130,4068,332,256,"[[  2 128  64  16]
 [256  64  16   8]
 [128  16   8   4]
 [  2   4  16   2]]"
33577,4068,336,256,"[[256 128  64  16]
 [128  64  16   8]
 [  8  16   8   4]
 [  4   2   4   2]]"
25335,4068,339,256,"[[ 64 256  32   2]
 [  8 128  16   4]
 [128  32   8  32]
 [  2   4  16   8]]"
27077,4068,326,256,"[[256   2 128  32]
 [ 64   4  64   2]
 [  4 128  16   8]
 [  2  16   4   2]]"
23880,4068,329,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   4]
 [  2   4   8   2]]"
15266,4068,329,256,"[[  2 256 128   2]
 [128  64  32   8]
 [ 64  16   8   2]
 [  2   8   2   4]]"
30794,4068,310,256,"[[256   4   2  16]
 [  8  64 256   8]
 [  4  16  32   4]
 [  2   8   4   2]]"
15738,4068,325,256,"[[ 64 256 128   2]
 [128  64  16  32]
 [ 16   8   4   2]
 [  8   4   2   4]]"
38016,4068,330,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   2]
 [  2   4   2   4]]"
34696,4068,326,256,"[[256 128  64  32]
 [128  64   8   2]
 [  4  16   4  16]
 [  2   4   2   4]]"
20221,4068,309,256,"[[  4 256   4  16]
 [256  64  32   8]
 [  8  16   8   2]
 [  2   8   2   4]]"
19848,4064,324,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   4   2]
 [  2   8   2   4]]"
13267,4064,339,256,"[[ 32 256 128  32]
 [  8 128  64  16]
 [  4  32  16   4]
 [  2   4   8   2]]"
29655,4064,331,256,"[[256 128  64  16]
 [128  64  16   4]
 [ 16   8   4   2]
 [  2  16   8   4]]"
22235,4064,324,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4  32  16   4]
 [  2   8   4   2]]"
28897,4064,331,256,"[[256 128  64  16]
 [128  64  16   8]
 [  4  16   8   4]
 [  2   4  16   2]]"
16450,4064,335,256,"[[256 128  64  16]
 [128  64  16   8]
 [  8  16   4   2]
 [  2   4   2   8]]"
17642,4064,328,256,"[[256   8 128  16]
 [ 64 128  64   8]
 [  4  32   2   4]
 [  2   4   8   2]]"
31991,4064,328,256,"[[ 64 256 128   2]
 [ 32 128  64   4]
 [  8   2   8  16]
 [  2   8   4   2]]"
20821,4064,329,256,"[[256 128  64  16]
 [128   2   4   8]
 [ 32  64   2   4]
 [  2   4   8   2]]"
37685,4064,335,256,"[[ 32 256 128  32]
 [ 16 128  32  16]
 [  4  64  16   2]
 [  2   4   8   4]]"
18562,4064,338,256,"[[ 32 256 128  32]
 [  8 128  64  16]
 [  4  32  16   8]
 [  2   8   4   2]]"
19070,4060,308,256,"[[  8 256   2  16]
 [256  64  32   8]
 [  8  16   4   2]
 [  2   4   2   4]]"
32560,4060,323,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   2]
 [  2   4   2   4]]"
19524,4060,334,256,"[[256 128  64  16]
 [128  64  16   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
15793,4060,337,256,"[[  2   8  32   4]
 [  8 256 128  32]
 [ 32 128  64  16]
 [  4  16   8   4]]"
15426,4060,327,256,"[[  4   2  16   8]
 [ 64 256 128   2]
 [ 32 128  64   8]
 [  2   4   8   2]]"
30400,4060,331,256,"[[128 256 128  32]
 [ 32  64  32   8]
 [  4  32   4   2]
 [  2   4   2   8]]"
18282,4060,328,256,"[[  4 128   4   2]
 [ 16  64 256   4]
 [  8  32 128  64]
 [  4   2   8   2]]"
31661,4060,328,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   2]
 [  2   4   2   4]]"
15574,4060,323,256,"[[256 128  64  16]
 [128  64  16   4]
 [  8  32   4   2]
 [  2   8   2   4]]"
25183,4060,328,256,"[[256 128  64  16]
 [128  64   2   8]
 [  4   8  32   2]
 [  2   4   2   4]]"
17361,4060,334,256,"[[ 32 256 128  32]
 [ 16 128  64  16]
 [  8  32  16   4]
 [  4   2   4   2]]"
17048,4060,328,256,"[[  8 256 128   2]
 [128  64  32   8]
 [  2   4  16  64]
 [  4   2   4   2]]"
21111,4060,337,256,"[[  2 256 128  32]
 [128  64  32   8]
 [ 32  16   8   2]
 [  2   8  16   4]]"
19272,4060,334,256,"[[256 128  64  16]
 [128  64  16   8]
 [  8  16   8   2]
 [  2   4   2   4]]"
24659,4060,324,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   4   2]
 [  2   4   2   4]]"
28768,4056,327,256,"[[  2   4 256 128]
 [ 64 128  64   2]
 [ 32  16   8   4]
 [  2   8   4   2]]"
28730,4056,326,256,"[[  2 256 128   2]
 [ 64  32   2 128]
 [  2   8  16   8]
 [ 64   2   8   2]]"
39974,4056,333,256,"[[ 32 256 128   2]
 [ 16 128  64  32]
 [  4   8  32  16]
 [  2  16   2   4]]"
16093,4056,336,256,"[[ 32 256 128  32]
 [  8 128  64  16]
 [  4  16  32   8]
 [  2   8   4   2]]"
36968,4056,337,256,"[[  8 256 128  32]
 [128  64  32  16]
 [  4  32  16   4]
 [  2   8   4   2]]"
15159,4056,327,256,"[[256 128  64  32]
 [128  64   2   4]
 [  4  16   8   2]
 [  2   4   2   8]]"
22501,4056,337,256,"[[256   4 128  32]
 [128  64  32   8]
 [ 16  32   8   4]
 [  2  16   4   2]]"
36327,4056,311,256,"[[ 16 256   4  16]
 [256  64  16   4]
 [ 16   8   4   2]
 [  2  16   2   4]]"
31930,4056,337,256,"[[ 64 256 128  32]
 [ 32 128  32  16]
 [ 16   2   8   4]
 [  2   8   4   2]]"
29799,4056,321,256,"[[256 128  64  16]
 [128  64  32   8]
 [  4  16   8   4]
 [  2   8   4   2]]"
21344,4052,336,256,"[[128   4   2  32]
 [ 16 256  64  16]
 [  8 128  32   4]
 [  4  32   8   2]]"
21505,4052,311,256,"[[  4   2 256   2]
 [  2 256  32  64]
 [  8  16   4   8]
 [  2   4   8   2]]"
23109,4052,325,256,"[[128   4  64   2]
 [ 64   8  16   8]
 [256 128   8   2]
 [  4  32   2   4]]"
34941,4052,327,256,"[[  2 256 128  64]
 [128  64  32   8]
 [  4  16   4   2]
 [  2   4   2   4]]"
39927,4052,334,256,"[[256 128  64  16]
 [128  64  16   8]
 [  4  16   4   2]
 [  2   4   2   4]]"
24808,4052,306,256,"[[  2 256  64   2]
 [256  32   8  16]
 [ 16   8   4   2]
 [  8   4   2   4]]"
